DP_PRIMARY_ID,Grantee Name,Grant Number,HRSA Key Program,County Name,State Abbreviation,Grant Activity Code,Program Name,Financial Assistance,Award Year
H89HA00048,"SACRAMENTO, COUNTY OF",H89HA00048,HIV/AIDS,Sacramento County,CA,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),3377515.00,2018
X07HA00036,"HEALTH, MISSISSIPPI STATE DEPARTMENT OF",X07HA00036,HIV/AIDS,Hinds County,MS,X07,Ryan White Part B HIV Care Grant Program (X07),351483.00,2015
X07HA00036,"HEALTH, MISSISSIPPI STATE DEPARTMENT OF",X07HA00036,HIV/AIDS,Hinds County,MS,X07,Ryan White Part B HIV Care Grant Program (X07),340161.00,2016
X07HA00036,"HEALTH, MISSISSIPPI STATE DEPARTMENT OF",X07HA00036,HIV/AIDS,Hinds County,MS,X07,Ryan White Part B HIV Care Grant Program (X07),16245646.00,2017
X07HA00036,"HEALTH, MISSISSIPPI STATE DEPARTMENT OF",X07HA00036,HIV/AIDS,Hinds County,MS,X07,Ryan White Part B HIV Care Grant Program (X07),13660524.00,2018
P06HA31403,HEALTH SERVICES CENTER INC,P06HA31403,HIV/AIDS,Calhoun County,AL,P06,Ryan White Title III HIV Capacity Development and Planning Grants (P06),150000.00,2017
X07HA00047,"Health And Human Resources, West Virginia Department Of",X07HA00047,HIV/AIDS,Kanawha County,WV,X07,Ryan White Part B HIV Care Grant Program (X07),1524975.00,2015
X07HA00047,"Health And Human Resources, West Virginia Department Of",X07HA00047,HIV/AIDS,Kanawha County,WV,X07,Ryan White Part B HIV Care Grant Program (X07),565956.00,2016
X07HA00047,"Health And Human Resources, West Virginia Department Of",X07HA00047,HIV/AIDS,Kanawha County,WV,X07,Ryan White Part B HIV Care Grant Program (X07),956248.00,2017
X07HA00047,"Health And Human Resources, West Virginia Department Of",X07HA00047,HIV/AIDS,Kanawha County,WV,X07,Ryan White Part B HIV Care Grant Program (X07),1884790.00,2018
X07HA00028,"HUMAN SERVICES, MINNESOTA DEPARTMENT OF",X07HA00028,HIV/AIDS,Ramsey County,MN,X07,Ryan White Part B HIV Care Grant Program (X07),61523.00,2016
X07HA00028,"HUMAN SERVICES, MINNESOTA DEPARTMENT OF",X07HA00028,HIV/AIDS,Ramsey County,MN,X07,Ryan White Part B HIV Care Grant Program (X07),8369261.00,2017
X07HA00028,"HUMAN SERVICES, MINNESOTA DEPARTMENT OF",X07HA00028,HIV/AIDS,Ramsey County,MN,X07,Ryan White Part B HIV Care Grant Program (X07),8551919.00,2018
H89HA00005,"MIAMI-DADE, COUNTY OF",H89HA00005,HIV/AIDS,Miami-Dade County,FL,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),211195.00,2016
H89HA00005,"MIAMI-DADE, COUNTY OF",H89HA00005,HIV/AIDS,Miami-Dade County,FL,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),26359999.00,2018
H89HA00017,"BALTIMORE, CITY OF",H89HA00017,HIV/AIDS,Baltimore City,MD,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),109895.00,2016
H89HA00017,"BALTIMORE, CITY OF",H89HA00017,HIV/AIDS,Baltimore City,MD,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),16671702.00,2018
X07HA00006,"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",X07HA00006,HIV/AIDS,Lewis and Clark County,MT,X07,Ryan White Part B HIV Care Grant Program (X07),27847.00,2016
X07HA00006,"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",X07HA00006,HIV/AIDS,Lewis and Clark County,MT,X07,Ryan White Part B HIV Care Grant Program (X07),877322.00,2017
X07HA00006,"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",X07HA00006,HIV/AIDS,Lewis and Clark County,MT,X07,Ryan White Part B HIV Care Grant Program (X07),864193.00,2018
H89HA00012,"DISTRICT OF COLUMBIA, GOVERNMENT OF",H89HA00012,HIV/AIDS,District of Columbia,DC,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),1948378.00,2016
H89HA00012,"DISTRICT OF COLUMBIA, GOVERNMENT OF",H89HA00012,HIV/AIDS,District of Columbia,DC,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),30119937.00,2018
X07HA00035,"HEALTH AND SOCIAL SERVICES, ALASKA DEPARTMENT OF",X07HA00035,HIV/AIDS,Juneau Borough,AK,X07,Ryan White Part B HIV Care Grant Program (X07),1067987.00,2017
X07HA00035,"HEALTH AND SOCIAL SERVICES, ALASKA DEPARTMENT OF",X07HA00035,HIV/AIDS,Juneau Borough,AK,X07,Ryan White Part B HIV Care Grant Program (X07),1080102.00,2018
P06HA30492,Brightpoint Health,P06HA30492,HIV/AIDS,New York County,NY,P06,Ryan White Title III HIV Capacity Development and Planning Grants (P06),100000.00,2016
H89HA00028,"KANSAS CITY, MISSOURI, CITY OF",H89HA00028,HIV/AIDS,Jackson County,MO,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),143457.00,2016
H89HA00028,"KANSAS CITY, MISSOURI, CITY OF",H89HA00028,HIV/AIDS,Jackson County,MO,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),4061234.00,2018
P06HA31453,"Heartland Health Outreach, Inc.",P06HA31453,HIV/AIDS,Cook County,IL,P06,Ryan White Title III HIV Capacity Development and Planning Grants (P06),146136.00,2017
H89HA00053,"Norfolk, City of",H89HA00053,HIV/AIDS,Norfolk City,VA,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),28230.00,2016
H89HA00053,"Norfolk, City of",H89HA00053,HIV/AIDS,Norfolk City,VA,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),5872801.00,2018
X07HA00039,"Human Services, Vermont Agency Of",X07HA00039,HIV/AIDS,Washington County,VT,X07,Ryan White Part B HIV Care Grant Program (X07),907098.00,2017
X07HA00039,"Human Services, Vermont Agency Of",X07HA00039,HIV/AIDS,Washington County,VT,X07,Ryan White Part B HIV Care Grant Program (X07),907375.00,2018
X07HA00056,"PUBLIC HEALTH AND ENVIRONMENT, COLORADO DEPARTMENT OF",X07HA00056,HIV/AIDS,Arapahoe County,CO,X07,Ryan White Part B HIV Care Grant Program (X07),3981352.00,2015
X07HA00056,"PUBLIC HEALTH AND ENVIRONMENT, COLORADO DEPARTMENT OF",X07HA00056,HIV/AIDS,Arapahoe County,CO,X07,Ryan White Part B HIV Care Grant Program (X07),5342282.00,2016
X07HA00056,"PUBLIC HEALTH AND ENVIRONMENT, COLORADO DEPARTMENT OF",X07HA00056,HIV/AIDS,Arapahoe County,CO,X07,Ryan White Part B HIV Care Grant Program (X07),9144730.00,2017
X07HA00056,"PUBLIC HEALTH AND ENVIRONMENT, COLORADO DEPARTMENT OF",X07HA00056,HIV/AIDS,Arapahoe County,CO,X07,Ryan White Part B HIV Care Grant Program (X07),8975427.00,2018
X07HA00057,"Health, Florida Department of",X07HA00057,HIV/AIDS,Leon County,FL,X07,Ryan White Part B HIV Care Grant Program (X07),29160747.00,2015
X07HA00057,"Health, Florida Department of",X07HA00057,HIV/AIDS,Leon County,FL,X07,Ryan White Part B HIV Care Grant Program (X07),767363.00,2016
X07HA00057,"Health, Florida Department of",X07HA00057,HIV/AIDS,Leon County,FL,X07,Ryan White Part B HIV Care Grant Program (X07),91630232.00,2017
X07HA00057,"Health, Florida Department of",X07HA00057,HIV/AIDS,Leon County,FL,X07,Ryan White Part B HIV Care Grant Program (X07),120855704.00,2018
P06HA31398,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM INC,P06HA31398,HIV/AIDS,Anchorage Borough,AK,P06,Ryan White Title III HIV Capacity Development and Planning Grants (P06),140000.00,2017
H89HA00046,"SANTA CLARA, COUNTY OF",H89HA00046,HIV/AIDS,Santa Clara County,CA,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),202276.00,2016
H89HA00046,"SANTA CLARA, COUNTY OF",H89HA00046,HIV/AIDS,Santa Clara County,CA,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),2922162.00,2018
H89HA00004,"HARRIS, COUNTY OF",H89HA00004,HIV/AIDS,Harris County,TX,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),23565888.00,2018
X07HA00050,"HEALTH, HAWAII DEPARTMENT OF",X07HA00050,HIV/AIDS,Honolulu County,HI,X07,Ryan White Part B HIV Care Grant Program (X07),444533.00,2015
X07HA00050,"HEALTH, HAWAII DEPARTMENT OF",X07HA00050,HIV/AIDS,Honolulu County,HI,X07,Ryan White Part B HIV Care Grant Program (X07),2317469.00,2016
X07HA00050,"HEALTH, HAWAII DEPARTMENT OF",X07HA00050,HIV/AIDS,Honolulu County,HI,X07,Ryan White Part B HIV Care Grant Program (X07),3287776.00,2017
X07HA00050,"HEALTH, HAWAII DEPARTMENT OF",X07HA00050,HIV/AIDS,Honolulu County,HI,X07,Ryan White Part B HIV Care Grant Program (X07),1500451.00,2018
P06HA31413,"NEW YORK AND PRESBYTERIAN HOSPITAL, THE",P06HA31413,HIV/AIDS,New York County,NY,P06,Ryan White Title III HIV Capacity Development and Planning Grants (P06),150000.00,2017
P06HA31454,"Hudson River Healthcare, Inc.",P06HA31454,HIV/AIDS,Westchester County,NY,P06,Ryan White Title III HIV Capacity Development and Planning Grants (P06),91000.00,2017
H89HA00033,"ST LOUIS, CITY OF",H89HA00033,HIV/AIDS,St. Louis City,MO,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),6290380.00,2018
H89HA06900,"Clark, County of",H89HA06900,HIV/AIDS,Clark County,NV,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),114562.00,2016
H89HA06900,"Clark, County of",H89HA06900,HIV/AIDS,Clark County,NV,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),6171368.00,2018
H89HA00010,COUNTY OF HUDSON,H89HA00010,HIV/AIDS,Hudson County,NJ,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),431.00,2016
H89HA00010,COUNTY OF HUDSON,H89HA00010,HIV/AIDS,Hudson County,NJ,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),5058733.00,2018
H89HA00011,BOSTON PUBLIC HEALTH COMMISSION,H89HA00011,HIV/AIDS,Suffolk County,MA,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),546747.00,2016
H89HA00011,BOSTON PUBLIC HEALTH COMMISSION,H89HA00011,HIV/AIDS,Suffolk County,MA,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),14034108.00,2018
H89HA11434,"MECKLENBURG, COUNTY OF",H89HA11434,HIV/AIDS,Mecklenburg County,NC,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),6239051.00,2018
X07HA00013,"Public Health, Illinois Department Of",X07HA00013,HIV/AIDS,Sangamon County,IL,X07,Ryan White Part B HIV Care Grant Program (X07),4687643.00,2015
X07HA00013,"Public Health, Illinois Department Of",X07HA00013,HIV/AIDS,Sangamon County,IL,X07,Ryan White Part B HIV Care Grant Program (X07),1362938.00,2016
X07HA00013,"Public Health, Illinois Department Of",X07HA00013,HIV/AIDS,Sangamon County,IL,X07,Ryan White Part B HIV Care Grant Program (X07),37603425.00,2017
X07HA00013,"Public Health, Illinois Department Of",X07HA00013,HIV/AIDS,Sangamon County,IL,X07,Ryan White Part B HIV Care Grant Program (X07),42977455.00,2018
P06HA31414,CAROLINA FAMILY HEALTH CENTERS INC,P06HA31414,HIV/AIDS,Wilson County,NC,P06,Ryan White Title III HIV Capacity Development and Planning Grants (P06),150000.00,2017
X07HA00016,"Health, Ohio Department of",X07HA00016,HIV/AIDS,Franklin County,OH,X07,Ryan White Part B HIV Care Grant Program (X07),10032193.00,2015
X07HA00016,"Health, Ohio Department of",X07HA00016,HIV/AIDS,Franklin County,OH,X07,Ryan White Part B HIV Care Grant Program (X07),10184985.00,2016
X07HA00016,"Health, Ohio Department of",X07HA00016,HIV/AIDS,Franklin County,OH,X07,Ryan White Part B HIV Care Grant Program (X07),12643531.00,2017
X07HA00016,"Health, Ohio Department of",X07HA00016,HIV/AIDS,Franklin County,OH,X07,Ryan White Part B HIV Care Grant Program (X07),20680194.00,2018
H89HA00024,"Hillsborough, County of",H89HA00024,HIV/AIDS,Hillsborough County,FL,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),10282772.00,2018
X07HA00001,"HEALTH AND HUMAN SERVICES, NEVADA DEPARTMENT OF",X07HA00001,HIV/AIDS,Carson City,NV,X07,Ryan White Part B HIV Care Grant Program (X07),3874601.00,2016
X07HA00001,"HEALTH AND HUMAN SERVICES, NEVADA DEPARTMENT OF",X07HA00001,HIV/AIDS,Carson City,NV,X07,Ryan White Part B HIV Care Grant Program (X07),8688872.00,2017
X07HA00001,"HEALTH AND HUMAN SERVICES, NEVADA DEPARTMENT OF",X07HA00001,HIV/AIDS,Carson City,NV,X07,Ryan White Part B HIV Care Grant Program (X07),9116697.00,2018
X07HA00024,"Health, Tennessee Dept Of",X07HA00024,HIV/AIDS,Davidson County,TN,X07,Ryan White Part B HIV Care Grant Program (X07),66182.00,2015
X07HA00024,"Health, Tennessee Dept Of",X07HA00024,HIV/AIDS,Davidson County,TN,X07,Ryan White Part B HIV Care Grant Program (X07),13739252.00,2016
X07HA00024,"Health, Tennessee Dept Of",X07HA00024,HIV/AIDS,Davidson County,TN,X07,Ryan White Part B HIV Care Grant Program (X07),19478119.00,2017
X07HA00024,"Health, Tennessee Dept Of",X07HA00024,HIV/AIDS,Davidson County,TN,X07,Ryan White Part B HIV Care Grant Program (X07),19274076.00,2018
H89HA23812,CUYAHOGA COUNTY,H89HA23812,HIV/AIDS,Cuyahoga County,OH,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),4729016.00,2018
X07HA30389,COMMONWEALTH HEALTHCARE CORPO RATION,X07HA30389,HIV/AIDS,Saipan Municipality,MP,X07,Ryan White Part B HIV Care Grant Program (X07),51625.00,2017
X07HA30389,COMMONWEALTH HEALTHCARE CORPO RATION,X07HA30389,HIV/AIDS,Saipan Municipality,MP,X07,Ryan White Part B HIV Care Grant Program (X07),54074.00,2018
X07HA00083,"HEALTH, WASHINGTON STATE DEPARTMENT OF",X07HA00083,HIV/AIDS,Thurston County,WA,X07,Ryan White Part B HIV Care Grant Program (X07),11963475.00,2015
X07HA00083,"HEALTH, WASHINGTON STATE DEPARTMENT OF",X07HA00083,HIV/AIDS,Thurston County,WA,X07,Ryan White Part B HIV Care Grant Program (X07),11602117.00,2016
X07HA00083,"HEALTH, WASHINGTON STATE DEPARTMENT OF",X07HA00083,HIV/AIDS,Thurston County,WA,X07,Ryan White Part B HIV Care Grant Program (X07),1668148.00,2017
X07HA00083,"HEALTH, WASHINGTON STATE DEPARTMENT OF",X07HA00083,HIV/AIDS,Thurston County,WA,X07,Ryan White Part B HIV Care Grant Program (X07),2268970.00,2018
X07HA00046,"Health, Department of",X07HA00046,HIV/AIDS,San Juan Municipio,PR,X07,Ryan White Part B HIV Care Grant Program (X07),14481.00,2016
X07HA00046,"Health, Department of",X07HA00046,HIV/AIDS,San Juan Municipio,PR,X07,Ryan White Part B HIV Care Grant Program (X07),25691084.00,2017
X07HA00046,"Health, Department of",X07HA00046,HIV/AIDS,San Juan Municipio,PR,X07,Ryan White Part B HIV Care Grant Program (X07),25288768.00,2018
H89HA11432,"BATON ROUGE, CITY OF",H89HA11432,HIV/AIDS,East Baton Rouge Parish,LA,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),4570476.00,2018
H89HA00014,"DALLAS, COUNTY OF",H89HA00014,HIV/AIDS,Dallas County,TX,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),17453628.00,2018
H89HA11463,THE HEALTH & HOSPITAL CORP OF MARION COUNTY,H89HA11463,HIV/AIDS,Marion County,IN,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),4323622.00,2018
H89HA00022,"KING, COUNTY OF",H89HA00022,HIV/AIDS,King County,WA,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),19973.00,2016
H89HA00022,"KING, COUNTY OF",H89HA00022,HIV/AIDS,King County,WA,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),6976705.00,2018
P06HA31402,"SOUTHWEST VIRAL MED, INC.",P06HA31402,HIV/AIDS,El Paso County,TX,P06,Ryan White Title III HIV Capacity Development and Planning Grants (P06),145785.00,2017
P06HA31416,"LINCOLN COMMUNITY HEALTH CENTER, INCORPORATED",P06HA31416,HIV/AIDS,Durham County,NC,P06,Ryan White Title III HIV Capacity Development and Planning Grants (P06),150000.00,2017
H89HA00035,"NEW ORLEANS, CITY OF",H89HA00035,HIV/AIDS,Orleans Parish,LA,H89,Ryan White Part A HIV Emergency Relief Grant Program (H89),7825573.00,2018
X07HA00003,"HEALTH AND HUMAN SERVICES, NEW HAMPSHIRE DEPT OF",X07HA00003,HIV/AIDS,Merrimack County,NH,X07,Ryan White Part B HIV Care Grant Program (X07),788908.00,2015
X07HA00003,"HEALTH AND HUMAN SERVICES, NEW HAMPSHIRE DEPT OF",X07HA00003,HIV/AIDS,Merrimack County,NH,X07,Ryan White Part B HIV Care Grant Program (X07),457643.00,2016
X07HA00003,"HEALTH AND HUMAN SERVICES, NEW HAMPSHIRE DEPT OF",X07HA00003,HIV/AIDS,Merrimack County,NH,X07,Ryan White Part B HIV Care Grant Program (X07),674801.00,2017
X07HA00003,"HEALTH AND HUMAN SERVICES, NEW HAMPSHIRE DEPT OF",X07HA00003,HIV/AIDS,Merrimack County,NH,X07,Ryan White Part B HIV Care Grant Program (X07),1020872.00,2018
P06HA31410,"CONSEJO DE SALUD DE PUERTO RICO, INC.",P06HA31410,HIV/AIDS,Ponce Municipio,PR,P06,Ryan White Title III HIV Capacity Development and Planning Grants (P06),116181.00,2017
X07HA00033,Indiana State Department Of Health,X07HA00033,HIV/AIDS,Marion County,IN,X07,Ryan White Part B HIV Care Grant Program (X07),14736208.00,2017
X07HA00033,Indiana State Department Of Health,X07HA00033,HIV/AIDS,Marion County,IN,X07,Ryan White Part B HIV Care Grant Program (X07),14974047.00,2018
P06HA30485,Eau Claire Cooperative Health Center,P06HA30485,HIV/AIDS,Richland County,SC,P06,Ryan White Title III HIV Capacity Development and Planning Grants (P06),100000.00,2016
X07HA00030,"HEALTH AND SENIOR SERVICES, MISSOURI DEPARTMENT OF",X07HA00030,HIV/AIDS,Cole County,MO,X07,Ryan White Part B HIV Care Grant Program (X07),1620706.00,2015
X07HA00030,"HEALTH AND SENIOR SERVICES, MISSOURI DEPARTMENT OF",X07HA00030,HIV/AIDS,Cole County,MO,X07,Ryan White Part B HIV Care Grant Program (X07),269632.00,2016
X07HA00030,"HEALTH AND SENIOR SERVICES, MISSOURI DEPARTMENT OF",X07HA00030,HIV/AIDS,Cole County,MO,X07,Ryan White Part B HIV Care Grant Program (X07),11952303.00,2017
X07HA00030,"HEALTH AND SENIOR SERVICES, MISSOURI DEPARTMENT OF",X07HA00030,HIV/AIDS,Cole County,MO,X07,Ryan White Part B HIV Care Grant Program (X07),13876104.00,2018
